id_producto;ean;nombre;categoria;marca;precio_empaque;precio_por_kilo;calorias_100g;proteinas_100g;fibra_100g;grasa_saturada_100g;azucar_100g;sal_100g;nutri_score;procesado
86145.0;8402001045837;Patatas fritas onduladas sabor jamón serrano Hacendado;Patatas fritas;Hacendado;1.2;8.0;525.0;6.7;3.7;3.2;0.7;1.5725;unknown;4
3858.0;2105400038580;Aguacates;Fruta tropical;;3.43;4.7;;;;;;;;
35391.0;8006540618882;Pañales bebé talla 5 de 11-16 kg Dodot;Pañal talla de 4 a XL;Dodot;18.95;0.35;;;;;;;;
13065.0;8402001034442;Champú infantil Deliplus;Champú y jabón;Deliplus;1.95;4.88;;;;;;;;
12282.0;8402001030277;Lomo de pavo Hacendado lonchas;Lomo y otros;Hacendado;3.2;25.6;172.0;40.0;;2.8;0.7;3.835;e;{}
14269.0;8436565363380;Muslito de pollo 97% La Carloteña asado al horno lonchas;Pavo y otros;La Carloteña;2.25;15.0;122.0;17.0;;;;1.475;unknown;{}
86348.0;8402001022333;Café con leche en cápsula Hacendado;Cápsulas compatibles Dolce gusto;Hacendado;3.35;0.21;23.8709677419355;1.61290322580645;1.03225807989797;0.580645145908479;1.61290322580645;0.0762001506970987;b;{}
4590.0;2105100045901;Lomo de cerdo trozo;Cerdo;;4.8;4.95;;;;;;;;
35778.0;8402001010200;Spaghetti integral Hacendado;Spaghetti y tallarines;Hacendado;1.15;2.3;345.0;13.5;10.0;0.5;3.7;0.01;a;{}
53122.0;8412450580698;Sobrasada ibérica L'Illa especialidades;Sobrasada;L'Illa especialidades;2.5;10.0;596.0;7.6;;21.2;0.8;2.75;e;4
22245.0;8402001001550;Patatas fritas clásicas Hacendado;Patatas fritas;Hacendado;1.8;6.0;524.0;7.0;;28.0;0.5;0.76;e;3
87204.0;8402001049194;Filete de salmón;Salmón;;8.22;23.5;;;;;;;;
14158.0;8480000141583;Tortitas de maíz Hacendado;Tortitas;Hacendado;1.1;9.17;366.666666666667;7.66666666666667;1.0;0.333333333333333;1.0;0.7;c;3
81100.1;2105307811002;Sardina sin limpiar;Sardina;;1.19;5.95;;;;;;;;
23843.0;8480000238436;Pan Bagel Hacendado;Otros panes;Hacendado;1.42;4.73;289.037603569152;11.0;4.0;0.4;11.0;0.7175;c;4
60093.0;8480000600936;Pincho tortilla de patata con cebolla Listo para Comer;Platos calientes;Listo para Comer;2.1;9.72;;;;;;;;
18408.0;8480000184085;Filetes de anchoa en aceite de oliva Hacendado;Salazones;Hacendado;2.8;23.33;192.068965517241;25.0;;1.77;0.0;14.0;e;3
2632.0;8422930950071;Carpaccio de vacuno;Vacuno;;4.1;37.27;;;;;;;;
14930.0;8402001040122;Crema de calabacín Hacendado;Cremas y puré;Hacendado;1.0;2.0;42.0;0.8;0.7;0.4;1.9;0.61;unknown;{}
59159.0;8480000591593;Salchichón de pavo extra Hacendado lonchas;Pavo y otros;Hacendado;2.8;18.67;273.0;25.0;;6.3;5.0;4.0;e;4
11533.0;8402001027789;Vela de cumpleaños 4 Hacendado;Velas;Hacendado;1.25;1.25;;;;;;;;
67608.0;8480000676085;Alubia negra Hacendado;Alubias;Hacendado;2.5;2.5;292.0;21.4;18.9;0.3;2.3;0.03;a;1
11801.0;7613033174667;Café con leche en cápsula Dolce Gusto;Cápsulas compatibles Dolce gusto;Dolce Gusto;4.95;0.31;;;;;;;c;3
15844.0;8402001049439;Galletas rellenas de chocolate Hacendado 0% azúcares añadidos;Con chocolate y rellenas;Hacendado;1.4;5.6;404.0;5.1;3.8;6.8;3.3;0.6;unknown;{}
67950.0;8480000679505;Bebida de soja sabor vainilla Hacendado 0% azúcar;Bebidas vegetales;Hacendado;6.6;1.1;32.0;3.0;0.5;0.2;0.0;0.17;b;4
21731.0;8402001043024;Refresco lima limón Hacendado fresh gas;Lima limón;Hacendado;0.95;0.48;;;;;;;;
23138.0;8480000231383;Albóndigas en salsa Hacendado;Platos de cuchara;Hacendado;1.8;4.29;132.380952380952;8.80952380952381;;2.9047619047619;2.19047619047619;1.0952380952381;c;4
21719.0;8402001047831;Refresco de naranja Hacendado fresh gas;Naranja;Hacendado;2.22;1.12;;;;;;;;
82839.0;8480000828392;Tostadas de arroz y maíz Hacendado;Crakers y tartaletas;Hacendado;1.45;14.5;387.0;6.7;1.6;0.4;0.5;1.6;d;4
13326.0;8402001034725;Ensalada china Hacendado con mazorquitas;Conservas verdura;Hacendado;1.6;3.81;33.0;0.6;1.2;0.2;4.3;0.9825;c;{}
23596.0;8480000235961;Paté de pollo asado Hacendado;Paté;Hacendado;1.1;6.88;213.0;12.0;;1.7;1.7;2.1;d;4
69657.0;8402001051555;Mix de setas intenso;Setas y champiñones;;3.76;16.0;;;;;;;;
63238.0;8410063089126;Aritos de surimi a la romana Hacendado ultracongelados;Pescado rebozado;Hacendado;3.3;5.5;224.0;5.6;1.6;2.2;1.8;1.21;c;4
63606.0;8480000636065;Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas;Base de pizza;Hacendado;3.8;9.5;291.0;1.3;;0.3;1.6;1.4;c;{}
22767.0;8480000227676;Arroz de secreto ibérico con setas Hacendado;Arroz;Hacendado;3.0;10.71;207.0;6.5;1.7;2.8;1.3;1.7;d;4
23365.0;8402001017803;Anacardo natural Hacendado;Frutos secos;Hacendado;2.7;13.5;586.0;19.0;3.4;8.6;5.3;;unknown;1
19733.0;8402001001864;Sal gruesa Hacendado;Sal y bicarbonato;Hacendado;0.4;0.4;;;;;;;unknown;{}
33633.0;8480000336330;Trigo snack sabor ahumado Hacendado;Snacks;Hacendado;0.85;10.63;503.0;9.1;2.1;3.4;2.3;3.2;e;4
21632.0;8402001046490;Paté de lomo de atún Hacendado;Paté;Hacendado;2.3;7.67;216.0;9.6;;2.0;0.7;0.98;c;4
82365.0;8480000823656;Regañá Hacendado;Picos;Hacendado;1.05;4.2;448.0;11.8;3.7;2.3;2.6;1.8;d;3
81422.0;8436025381923;Navajas;Marisco de concha;;4.5;9.0;;;;;;;;
11537.0;8402001027826;Vela de cumpleaños 8 Hacendado;Velas;Hacendado;1.25;1.25;;;;;;;;
28115.0;5449000137517;Refresco Coca-Cola Zero azúcar;Cola zero;Coca-Cola;5.6;2.8;;0.0;;;;0.0;unknown;4
35683.0;8402001009143;Gelatina 0% azúcar sabores fresa, mandarina y limón Hacendado;Gelatina;Hacendado;0.9;1.5;1.0;0.0;;0.0;0.0;0.14;a;{}
21709.0;8402001043130;Refresco té  zero sabor melocotón Hacendado;Té;Hacendado;1.0;0.67;;;;;;;;
22313.0;8480000223135;Yogur natural Hacendado;Yogures naturales;Hacendado;1.0;1.33;62.0;3.7;;2.2;4.1;0.1;b;3
4041.0;8402001021633;Aceite de girasol refinado 0,2º Hacendado;Otros aceites;Hacendado;8.3;1.66;;;;;;;;
23047.0;8480000230478;Bebida de arroz sin azúcares añadidos Hacendado;Bebidas vegetales;Hacendado;1.05;1.05;38.0;0.4;;0.3;4.6;0.14;c;3
51627.0;8480000516275;Queso azul de vaca Hacendado;Queso especialidades;Hacendado;2.3;12.78;341.0;20.0;;19.0;0.5;3.3;e;3
3024.0;2105400030249;Piña natural a rodajas;Fruta tropical;;3.8;6.55;;;;;;;;
13917.0;5411188138013;Postre de soja sabor lima limón Alpro;Postres de soja;Alpro;2.0;5.0;70.0;3.6;0.8;0.4;8.4;0.2;b;4
20292.0;8402001043857;Copos de avena integral con chocolate Hacendado;Cereales integrales y muesli;Hacendado;1.85;4.63;405.0;10.8;10.8;4.2;10.4;0.01;c;4
8966.0;8402001024528;Helado de vainilla Hacendado;Tarrinas;Hacendado;2.15;2.15;;;;;;;;
4957.0;8480000049575;Vinagre de manzana Hacendado;Vinagre y otros aderezos;Hacendado;0.9;0.9;17.0;0.0;0.0;0.0;0.0;0.03;not-applicable;2
6258.0;8480000062581;Pasta maravilla Hacendado;Fideos;Hacendado;0.8;1.6;361.0;13.0;3.5;0.3;3.6;0.01;a;1
3547.0;8422930950040;Burger de vacuno gruesas;Hamburguesas;;5.1;14.17;;;;;;;;
20020.0;8480000200204;Ciruelas desecadas sin hueso Hacendado;Fruta desecada;Hacendado;2.14;8.56;240.0;2.2;7.1;0.1;38.0;0.0;c;3
23850.0;8006040610072;Mini helado bombón vegetal pistacho Hacendado a base de anacardos;Bombones;Hacendado;3.3;10.31;364.0;3.2;3.5;16.0;29.0;0.12;e;4
52640.0;8402001014581;Bebida de avena Hacendado 0% azúcar;Bebidas vegetales;Hacendado;0.75;0.75;35.0;0.7;0.5;0.2;0.0;0.1;b;4
61200.0;8480000612007;Guisante muy tierno Hacendado ultracongelado;Verdura;Hacendado;1.05;3.5;83.0;6.0;5.0;0.1;2.8;0.01;a;1
